,tickets_id,drawing_id,line_id,bet_type,numbers,numbers_list
3942,5ef7a7a2c5d9eb002705b010,polishMiniLotto_3892,2.0,NORMAL,"9,11,21,22,38","['9', '11', '21', '22', '38']"
3943,5ef7a7a2c5d9eb002705b010,polishMiniLotto_3892,3.0,NORMAL,"6,23,31,35,37","['6', '23', '31', '35', '37']"
3944,5ef7a7a2c5d9eb002705b010,polishMiniLotto_3892,4.0,NORMAL,"3,6,34,35,40","['3', '6', '34', '35', '40']"
3945,5ef7a7a2c5d9eb002705b014,polishMiniLotto_3892,1.0,NORMAL,"15,23,28,29,38","['15', '23', '28', '29', '38']"
3946,5ef7a7a2c5d9eb002705b014,polishMiniLotto_3892,2.0,NORMAL,"11,13,20,27,40","['11', '13', '20', '27', '40']"
3947,5ef7a7a2c5d9eb002705b014,polishMiniLotto_3892,3.0,NORMAL,"17,22,24,25,33","['17', '22', '24', '25', '33']"
3948,5ef7a7a2c5d9eb002705b014,polishMiniLotto_3892,4.0,NORMAL,"8,12,17,24,39","['8', '12', '17', '24', '39']"
3949,5ef7a7a2c5d9eb002705b014,polishMiniLotto_3892,5.0,NORMAL,"24,26,34,38,39","['24', '26', '34', '38', '39']"
3950,5ef7a7a2c5d9eb002705b014,polishMiniLotto_3892,6.0,NORMAL,"8,12,15,28,30","['8', '12', '15', '28', '30']"
3951,5ef7a7a2c5d9eb002705b018,polishMiniLotto_3892,1.0,NORMAL,"3,6,11,20,42","['3', '6', '11', '20', '42']"
3952,5ef7a7a2c5d9eb002705b01c,polishMiniLotto_3892,1.0,NORMAL,"9,17,27,30,33","['9', '17', '27', '30', '33']"
3953,5ef7a7a2c5d9eb002705b01c,polishMiniLotto_3892,2.0,NORMAL,"5,16,19,24,30","['5', '16', '19', '24', '30']"
3954,5ef7a7a2c5d9eb002705b01c,polishMiniLotto_3892,3.0,NORMAL,"4,22,25,37,40","['4', '22', '25', '37', '40']"
3955,5ef7a7a2c5d9eb002705b01c,polishMiniLotto_3892,4.0,NORMAL,"5,10,23,26,38","['5', '10', '23', '26', '38']"
3956,5ef7a7a3163c15002736ce72,polishMiniLotto_3892,1.0,NORMAL,"2,18,19,25,40","['2', '18', '19', '25', '40']"
3957,5ef7a7a3163c15002736ce72,polishMiniLotto_3892,2.0,NORMAL,"3,17,21,27,35","['3', '17', '21', '27', '35']"
3958,5ef7a7a3163c15002736ce72,polishMiniLotto_3892,3.0,NORMAL,"19,22,24,31,40","['19', '22', '24', '31', '40']"
3959,5ef7a7a3163c15002736ce72,polishMiniLotto_3892,4.0,NORMAL,"10,19,24,25,28","['10', '19', '24', '25', '28']"
3960,5ef7a7a3163c15002736ce72,polishMiniLotto_3892,5.0,NORMAL,"2,17,20,38,41","['2', '17', '20', '38', '41']"
3961,5ef7a7a3163c15002736ce72,polishMiniLotto_3892,6.0,NORMAL,"19,28,32,35,37","['19', '28', '32', '35', '37']"
3962,5ef7a7a3163c15002736ce72,polishMiniLotto_3892,7.0,NORMAL,"8,12,15,28,30","['8', '12', '15', '28', '30']"
3963,5ef7a7a3163c15002736ce72,polishMiniLotto_3892,8.0,NORMAL,"17,19,27,28,39","['17', '19', '27', '28', '39']"
3964,5ef7a7a3163c15002736ce72,polishMiniLotto_3892,9.0,NORMAL,"10,27,28,36,42","['10', '27', '28', '36', '42']"
3965,5ef7a7a3163c15002736ce72,polishMiniLotto_3892,10.0,NORMAL,"10,12,14,18,39","['10', '12', '14', '18', '39']"
3966,5ef7a7a3163c15002736ce72,polishMiniLotto_3892,11.0,NORMAL,"9,24,25,29,40","['9', '24', '25', '29', '40']"
3967,5ef7a7a3163c15002736ce72,polishMiniLotto_3892,12.0,NORMAL,"12,18,19,23,34","['12', '18', '19', '23', '34']"
3968,5ef7a7a3163c15002736ce76,polishMiniLotto_3892,1.0,NORMAL,"17,18,26,30,31","['17', '18', '26', '30', '31']"
3969,5ef7a7a3163c15002736ce7a,polishMiniLotto_3892,1.0,NORMAL,"3,11,14,18,26","['3', '11', '14', '18', '26']"
3970,5ef7a7a3163c15002736ce7a,polishMiniLotto_3892,2.0,NORMAL,"5,9,18,23,33","['5', '9', '18', '23', '33']"
3971,5ef7a7a3163c15002736ce7a,polishMiniLotto_3892,3.0,NORMAL,"1,5,23,28,33","['1', '5', '23', '28', '33']"
3972,5ef7a7a3163c15002736ce7e,polishMiniLotto_3892,1.0,NORMAL,"10,20,25,30,38","['10', '20', '25', '30', '38']"
3973,5ef7a7a3b0deeb002735365c,polishMiniLotto_3892,1.0,NORMAL,"20,21,26,29,40","['20', '21', '26', '29', '40']"
3974,5ef7a7a3b0deeb002735365c,polishMiniLotto_3892,2.0,NORMAL,"5,9,20,25,34","['5', '9', '20', '25', '34']"
3975,5ef7a7a3b0deeb002735365c,polishMiniLotto_3892,3.0,NORMAL,"11,26,32,38,42","['11', '26', '32', '38', '42']"
3976,5ef7a7a3b0deeb002735365e,polishMiniLotto_3892,1.0,NORMAL,"3,4,14,17,24","['3', '4', '14', '17', '24']"
3977,5ef7a7a3b0deeb0027353664,polishMiniLotto_3892,1.0,NORMAL,"13,14,16,18,20","['13', '14', '16', '18', '20']"
3978,5ef7a7a3b0deeb0027353668,polishMiniLotto_3892,1.0,NORMAL,"2,6,18,22,32","['2', '6', '18', '22', '32']"
3979,5ef7a7a3b0deeb0027353668,polishMiniLotto_3892,2.0,NORMAL,"7,14,26,37,42","['7', '14', '26', '37', '42']"
3980,5ef7a7a3b0deeb0027353668,polishMiniLotto_3892,3.0,NORMAL,"5,12,21,29,40","['5', '12', '21', '29', '40']"
3981,5ef7a7a3b0deeb0027353668,polishMiniLotto_3892,4.0,NORMAL,"4,9,11,24,33","['4', '9', '11', '24', '33']"
3982,5ef7a7a3b0deeb0027353668,polishMiniLotto_3892,5.0,NORMAL,"9,27,33,39,40","['9', '27', '33', '39', '40']"
3983,5ef7a7a3b0deeb0027353668,polishMiniLotto_3892,6.0,NORMAL,"9,15,18,34,42","['9', '15', '18', '34', '42']"
3984,5ef7a7a3b0deeb0027353668,polishMiniLotto_3892,7.0,NORMAL,"13,15,26,27,31","['13', '15', '26', '27', '31']"
3985,5ef7a7a3b0deeb0027353668,polishMiniLotto_3892,8.0,NORMAL,"1,3,5,12,38","['1', '3', '5', '12', '38']"
3986,5ef7a7a3b0deeb0027353668,polishMiniLotto_3892,9.0,NORMAL,"7,14,28,31,34","['7', '14', '28', '31', '34']"
3987,5ef7a7a3b0deeb0027353668,polishMiniLotto_3892,10.0,NORMAL,"1,2,7,8,33","['1', '2', '7', '8', '33']"
3988,5ef7a7a3b0deeb0027353668,polishMiniLotto_3892,11.0,NORMAL,"2,6,8,10,25","['2', '6', '8', '10', '25']"
3989,5ef7a7a3b0deeb0027353668,polishMiniLotto_3892,12.0,NORMAL,"6,11,17,19,40","['6', '11', '17', '19', '40']"
3990,5ef7a7a3bc5fd30028bfae07,polishMiniLotto_3892,1.0,NORMAL,"7,17,23,27,32","['7', '17', '23', '27', '32']"
3991,5ef7a7a3bc5fd30028bfae07,polishMiniLotto_3892,2.0,NORMAL,"5,8,18,28,29","['5', '8', '18', '28', '29']"
3992,5ef7a7a3bc5fd30028bfae07,polishMiniLotto_3892,3.0,NORMAL,"3,6,26,31,41","['3', '6', '26', '31', '41']"
3993,5ef7a7a3bc5fd30028bfae0b,polishMiniLotto_3892,1.0,NORMAL,"5,8,16,29,31","['5', '8', '16', '29', '31']"
3994,5ef7a7a3bc5fd30028bfae0f,polishMiniLotto_3892,1.0,NORMAL,"18,19,25,30,41","['18', '19', '25', '30', '41']"
3995,5ef7a7a3c5d9eb002705b020,polishMiniLotto_3892,1.0,NORMAL,"1,7,13,21,25","['1', '7', '13', '21', '25']"
3996,5ef7a7a3c5d9eb002705b024,polishMiniLotto_3892,1.0,NORMAL,"5,7,24,26,40","['5', '7', '24', '26', '40']"
3997,5ef7a7a3c5d9eb002705b028,polishMiniLotto_3892,1.0,NORMAL,"4,9,18,28,30","['4', '9', '18', '28', '30']"
3998,5ef7a7a3c5d9eb002705b02c,polishMiniLotto_3892,1.0,NORMAL,"21,24,31,32,41","['21', '24', '31', '32', '41']"
3999,5ef7a7a3c5d9eb002705b030,polishMiniLotto_3892,1.0,NORMAL,"1,6,11,19,24","['1', '6', '11', '19', '24']"
4000,5ef7a7a4163c15002736ce82,polishMiniLotto_3892,1.0,NORMAL,"6,12,18,27,34","['6', '12', '18', '27', '34']"
4001,5ef7a7a4163c15002736ce86,polishMiniLotto_3892,1.0,NORMAL,"8,15,19,35,38","['8', '15', '19', '35', '38']"
4002,5ef7a7a4163c15002736ce8a,polishMiniLotto_3892,1.0,NORMAL,"5,13,15,18,42","['5', '13', '15', '18', '42']"
4003,5ef7a7a4163c15002736ce8a,polishMiniLotto_3892,2.0,NORMAL,"4,18,19,35,42","['4', '18', '19', '35', '42']"
4004,5ef7a7a4163c15002736ce8a,polishMiniLotto_3892,3.0,NORMAL,"5,8,18,26,31","['5', '8', '18', '26', '31']"
4005,5ef7a7a4163c15002736ce8e,polishMiniLotto_3892,1.0,NORMAL,"5,10,18,21,42","['5', '10', '18', '21', '42']"
4006,5ef7a7a4b0deeb002735366c,polishMiniLotto_3892,1.0,NORMAL,"8,9,10,14,17","['8', '9', '10', '14', '17']"
4007,5ef7a7a4b0deeb0027353670,polishMiniLotto_3892,1.0,NORMAL,"14,15,20,27,30","['14', '15', '20', '27', '30']"
4008,5ef7a7a4b0deeb0027353674,polishMiniLotto_3892,1.0,NORMAL,"14,17,27,28,39","['14', '17', '27', '28', '39']"
4009,5ef7a7a4b0deeb0027353678,polishMiniLotto_3892,1.0,NORMAL,"1,4,5,17,29","['1', '4', '5', '17', '29']"
4010,5ef7a7a4b0deeb002735367c,polishMiniLotto_3892,1.0,NORMAL,"20,22,32,34,37","['20', '22', '32', '34', '37']"
4011,5ef7a7a4bc5fd30028bfae13,polishMiniLotto_3892,1.0,NORMAL,"3,9,23,27,29","['3', '9', '23', '27', '29']"
4012,5ef7a7a4bc5fd30028bfae13,polishMiniLotto_3892,2.0,NORMAL,"7,14,19,25,31","['7', '14', '19', '25', '31']"
4013,5ef7a7a4bc5fd30028bfae17,polishMiniLotto_3892,1.0,NORMAL,"6,25,27,32,41","['6', '25', '27', '32', '41']"
4014,5ef7a7a4bc5fd30028bfae1b,polishMiniLotto_3892,1.0,NORMAL,"4,8,11,28,42","['4', '8', '11', '28', '42']"
4015,5ef7a7a4bc5fd30028bfae1b,polishMiniLotto_3892,2.0,NORMAL,"5,7,22,25,42","['5', '7', '22', '25', '42']"
4016,5ef7a7a4bc5fd30028bfae1f,polishMiniLotto_3892,1.0,NORMAL,"9,12,18,19,36","['9', '12', '18', '19', '36']"
4017,5ef7a7a4bc5fd30028bfae23,polishMiniLotto_3892,1.0,NORMAL,"5,18,27,31,41","['5', '18', '27', '31', '41']"
4018,5ef7a7a4bc5fd30028bfae27,polishMiniLotto_3892,1.0,NORMAL,"2,6,12,15,23","['2', '6', '12', '15', '23']"
4019,5ef7a7a4bc5fd30028bfae27,polishMiniLotto_3892,2.0,NORMAL,"5,17,23,34,39","['5', '17', '23', '34', '39']"
4020,5ef7a7a4bc5fd30028bfae27,polishMiniLotto_3892,3.0,NORMAL,"16,19,28,35,42","['16', '19', '28', '35', '42']"
4021,5ef7a7a4c5d9eb002705b034,polishMiniLotto_3892,1.0,NORMAL,"2,9,20,24,32","['2', '9', '20', '24', '32']"
4022,5ef7a7a4c5d9eb002705b034,polishMiniLotto_3892,2.0,NORMAL,"4,13,17,37,42","['4', '13', '17', '37', '42']"
4023,5ef7a7a4c5d9eb002705b034,polishMiniLotto_3892,3.0,NORMAL,"5,16,27,30,34","['5', '16', '27', '30', '34']"
4024,5ef7a7a4c5d9eb002705b034,polishMiniLotto_3892,4.0,NORMAL,"7,12,16,22,30","['7', '12', '16', '22', '30']"
4025,5ef7a7a4c5d9eb002705b038,polishMiniLotto_3892,1.0,NORMAL,"17,19,20,22,36","['17', '19', '20', '22', '36']"
4026,5ef7a7a4c5d9eb002705b038,polishMiniLotto_3892,2.0,NORMAL,"12,18,27,28,33","['12', '18', '27', '28', '33']"
4027,5ef7a7a4c5d9eb002705b03c,polishMiniLotto_3892,1.0,NORMAL,"1,8,28,33,38","['1', '8', '28', '33', '38']"
4028,5ef7a7a4c5d9eb002705b040,polishMiniLotto_3892,1.0,NORMAL,"1,9,10,29,36","['1', '9', '10', '29', '36']"
4029,5ef7a7a4c5d9eb002705b044,polishMiniLotto_3892,1.0,NORMAL,"22,28,29,34,37","['22', '28', '29', '34', '37']"
4030,5ef7a7a5163c15002736ce92,polishMiniLotto_3892,1.0,NORMAL,"6,7,11,27,32","['6', '7', '11', '27', '32']"
4031,5ef7a7a5163c15002736ce92,polishMiniLotto_3892,2.0,NORMAL,"5,18,33,34,38","['5', '18', '33', '34', '38']"
4032,5ef7a7a5163c15002736ce92,polishMiniLotto_3892,3.0,NORMAL,"9,20,21,39,40","['9', '20', '21', '39', '40']"
4033,5ef7a7a5163c15002736ce96,polishMiniLotto_3892,1.0,NORMAL,"6,34,39,40,42","['6', '34', '39', '40', '42']"
4034,5ef7a7a5163c15002736ce96,polishMiniLotto_3892,2.0,NORMAL,"8,14,22,26,31","['8', '14', '22', '26', '31']"
4035,5ef7a7a5163c15002736ce9a,polishMiniLotto_3892,1.0,NORMAL,"2,3,6,11,26","['2', '3', '6', '11', '26']"
4036,5ef7a7a5163c15002736ce9e,polishMiniLotto_3892,1.0,NORMAL,"13,16,21,33,38","['13', '16', '21', '33', '38']"
4037,5ef7a7a5b0deeb0027353680,polishMiniLotto_3892,1.0,NORMAL,"8,12,19,23,28","['8', '12', '19', '23', '28']"
4038,5ef7a7a5b0deeb0027353680,polishMiniLotto_3892,2.0,NORMAL,"3,6,18,32,42","['3', '6', '18', '32', '42']"
4039,5ef7a7a5b0deeb0027353684,polishMiniLotto_3892,1.0,NORMAL,"4,7,15,16,21","['4', '7', '15', '16', '21']"
4040,5ef7a7a5b0deeb0027353688,polishMiniLotto_3892,1.0,NORMAL,"3,5,10,24,32","['3', '5', '10', '24', '32']"
4041,5ef7a7a5b0deeb002735368c,polishMiniLotto_3892,1.0,NORMAL,"1,2,3,10,13","['1', '2', '3', '10', '13']"
4042,5ef7a7a5b0deeb002735368c,polishMiniLotto_3892,2.0,NORMAL,"3,21,30,34,35","['3', '21', '30', '34', '35']"
4043,5ef7a7a5b0deeb002735368c,polishMiniLotto_3892,3.0,NORMAL,"1,21,28,31,39","['1', '21', '28', '31', '39']"
4044,5ef7a7a5b0deeb002735368c,polishMiniLotto_3892,4.0,NORMAL,"18,29,32,38,39","['18', '29', '32', '38', '39']"
4045,5ef7a7a5b0deeb002735368c,polishMiniLotto_3892,5.0,NORMAL,"13,19,24,28,34","['13', '19', '24', '28', '34']"
4046,5ef7a7a5b0deeb0027353690,polishMiniLotto_3892,1.0,NORMAL,"10,12,24,25,29","['10', '12', '24', '25', '29']"
4047,5ef7a7a5b0deeb0027353690,polishMiniLotto_3892,2.0,NORMAL,"16,19,31,32,42","['16', '19', '31', '32', '42']"
4048,5ef7a7a5bc5fd30028bfae2b,polishMiniLotto_3892,1.0,NORMAL,"2,6,10,21,22","['2', '6', '10', '21', '22']"
4049,5ef7a7a5bc5fd30028bfae2f,polishMiniLotto_3892,1.0,NORMAL,"2,5,9,19,28","['2', '5', '9', '19', '28']"
4050,5ef7a7a5bc5fd30028bfae2f,polishMiniLotto_3892,2.0,NORMAL,"2,12,17,18,42","['2', '12', '17', '18', '42']"
4051,5ef7a7a5bc5fd30028bfae2f,polishMiniLotto_3892,3.0,NORMAL,"6,12,14,15,23","['6', '12', '14', '15', '23']"
4052,5ef7a7a5bc5fd30028bfae2f,polishMiniLotto_3892,4.0,NORMAL,"1,13,16,22,28","['1', '13', '16', '22', '28']"
4053,5ef7a7a5bc5fd30028bfae2f,polishMiniLotto_3892,5.0,NORMAL,"8,10,22,26,42","['8', '10', '22', '26', '42']"
4054,5ef7a7a5bc5fd30028bfae2f,polishMiniLotto_3892,6.0,NORMAL,"2,5,19,20,25","['2', '5', '19', '20', '25']"
4055,5ef7a7a5bc5fd30028bfae2f,polishMiniLotto_3892,7.0,NORMAL,"5,11,25,27,38","['5', '11', '25', '27', '38']"
4056,5ef7a7a5bc5fd30028bfae2f,polishMiniLotto_3892,8.0,NORMAL,"11,13,23,25,37","['11', '13', '23', '25', '37']"
4057,5ef7a7a5bc5fd30028bfae2f,polishMiniLotto_3892,9.0,NORMAL,"2,3,17,21,32","['2', '3', '17', '21', '32']"
4058,5ef7a7a5bc5fd30028bfae2f,polishMiniLotto_3892,10.0,NORMAL,"4,21,29,31,33","['4', '21', '29', '31', '33']"
4059,5ef7a7a5bc5fd30028bfae2f,polishMiniLotto_3892,11.0,NORMAL,"4,26,31,40,41","['4', '26', '31', '40', '41']"
4060,5ef7a7a5bc5fd30028bfae2f,polishMiniLotto_3892,12.0,NORMAL,"18,23,24,38,42","['18', '23', '24', '38', '42']"
4061,5ef7a7a5bc5fd30028bfae33,polishMiniLotto_3892,1.0,NORMAL,"7,10,20,37,39","['7', '10', '20', '37', '39']"
4062,5ef7a7a5bc5fd30028bfae37,polishMiniLotto_3892,1.0,NORMAL,"13,18,22,36,41","['13', '18', '22', '36', '41']"
4063,5ef7a7a5bc5fd30028bfae3b,polishMiniLotto_3892,1.0,NORMAL,"18,25,28,30,33","['18', '25', '28', '30', '33']"
4064,5ef7a7a5bc5fd30028bfae3b,polishMiniLotto_3892,2.0,NORMAL,"12,17,26,30,33","['12', '17', '26', '30', '33']"
4065,5ef7a7a5bc5fd30028bfae3b,polishMiniLotto_3892,3.0,NORMAL,"2,6,8,9,40","['2', '6', '8', '9', '40']"
4066,5ef7a7a5bc5fd30028bfae3b,polishMiniLotto_3892,4.0,NORMAL,"9,21,27,29,40","['9', '21', '27', '29', '40']"
4067,5ef7a7a5bc5fd30028bfae3b,polishMiniLotto_3892,5.0,NORMAL,"3,13,23,26,33","['3', '13', '23', '26', '33']"
4068,5ef7a7a5bc5fd30028bfae3b,polishMiniLotto_3892,6.0,NORMAL,"10,12,34,36,39","['10', '12', '34', '36', '39']"
4069,5ef7a7a5bc5fd30028bfae3b,polishMiniLotto_3892,7.0,NORMAL,"17,25,26,28,39","['17', '25', '26', '28', '39']"
4070,5ef7a7a5c5d9eb002705b048,polishMiniLotto_3892,1.0,NORMAL,"7,8,16,22,34","['7', '8', '16', '22', '34']"
4071,5ef7a7a5c5d9eb002705b04c,polishMiniLotto_3892,1.0,NORMAL,"12,16,30,33,34","['12', '16', '30', '33', '34']"
4072,5ef7a7a5c5d9eb002705b050,polishMiniLotto_3892,1.0,NORMAL,"9,13,17,20,39","['9', '13', '17', '20', '39']"
4073,5ef7a7a5c5d9eb002705b054,polishMiniLotto_3892,1.0,NORMAL,"1,2,11,21,27","['1', '2', '11', '21', '27']"
4074,5ef7a7a5c5d9eb002705b054,polishMiniLotto_3892,2.0,NORMAL,"1,7,20,26,39","['1', '7', '20', '26', '39']"
4075,5ef7a7a5c5d9eb002705b058,polishMiniLotto_3892,1.0,NORMAL,"12,14,17,19,32","['12', '14', '17', '19', '32']"
4076,5ef7a7a5c5d9eb002705b058,polishMiniLotto_3892,2.0,NORMAL,"2,4,15,20,42","['2', '4', '15', '20', '42']"
4077,5ef7a7a6163c15002736cea2,polishMiniLotto_3892,1.0,NORMAL,"3,16,20,27,31","['3', '16', '20', '27', '31']"
4078,5ef7a7a6163c15002736cea6,polishMiniLotto_3892,1.0,NORMAL,"4,14,16,33,40","['4', '14', '16', '33', '40']"
4079,5ef7a7a6163c15002736ceaa,polishMiniLotto_3892,1.0,NORMAL,"6,8,17,19,28","['6', '8', '17', '19', '28']"
4080,5ef7a7a6163c15002736ceae,polishMiniLotto_3892,1.0,NORMAL,"8,11,15,22,26","['8', '11', '15', '22', '26']"
4081,5ef7a7a6163c15002736ceb2,polishMiniLotto_3892,1.0,NORMAL,"7,9,28,37,41","['7', '9', '28', '37', '41']"
4082,5ef7a7a6163c15002736ceb6,polishMiniLotto_3892,1.0,NORMAL,"7,8,22,26,37","['7', '8', '22', '26', '37']"
4083,5ef7a7a6163c15002736ceba,polishMiniLotto_3892,1.0,NORMAL,"10,11,18,27,39","['10', '11', '18', '27', '39']"
4084,5ef7a7a6163c15002736ceba,polishMiniLotto_3892,2.0,NORMAL,"7,18,27,34,39","['7', '18', '27', '34', '39']"
4085,5ef7a7a6b0deeb0027353694,polishMiniLotto_3892,1.0,NORMAL,"8,16,22,25,31","['8', '16', '22', '25', '31']"
4086,5ef7a7a6b0deeb0027353694,polishMiniLotto_3892,2.0,NORMAL,"15,18,31,37,41","['15', '18', '31', '37', '41']"
4087,5ef7a7a6b0deeb0027353698,polishMiniLotto_3892,1.0,NORMAL,"3,9,25,37,42","['3', '9', '25', '37', '42']"
4088,5ef7a7a6b0deeb002735369c,polishMiniLotto_3892,1.0,NORMAL,"6,9,24,28,34","['6', '9', '24', '28', '34']"
4089,5ef7a7a6b0deeb00273536a0,polishMiniLotto_3892,1.0,NORMAL,"3,20,23,25,29","['3', '20', '23', '25', '29']"
4090,5ef7a7a6b0deeb00273536a4,polishMiniLotto_3892,1.0,NORMAL,"6,26,29,32,42","['6', '26', '29', '32', '42']"
4091,5ef7a7a6bc5fd30028bfae3f,polishMiniLotto_3892,1.0,NORMAL,"6,12,23,30,42","['6', '12', '23', '30', '42']"
4092,5ef7a7a6bc5fd30028bfae43,polishMiniLotto_3892,1.0,NORMAL,"5,19,26,28,38","['5', '19', '26', '28', '38']"
4093,5ef7a7a6bc5fd30028bfae47,polishMiniLotto_3892,1.0,NORMAL,"4,6,12,17,34","['4', '6', '12', '17', '34']"
4094,5ef7a7a6bc5fd30028bfae4b,polishMiniLotto_3892,1.0,NORMAL,"4,14,17,25,28","['4', '14', '17', '25', '28']"
4095,5ef7a7a6bc5fd30028bfae4b,polishMiniLotto_3892,2.0,NORMAL,"12,23,24,32,33","['12', '23', '24', '32', '33']"
4096,5ef7a7a6bc5fd30028bfae4b,polishMiniLotto_3892,3.0,NORMAL,"5,16,21,39,42","['5', '16', '21', '39', '42']"
4097,5ef7a7a6bc5fd30028bfae4b,polishMiniLotto_3892,4.0,NORMAL,"8,16,21,24,27","['8', '16', '21', '24', '27']"
4098,5ef7a7a6bc5fd30028bfae4b,polishMiniLotto_3892,5.0,NORMAL,"16,18,22,31,41","['16', '18', '22', '31', '41']"
4099,5ef7a7a6bc5fd30028bfae4f,polishMiniLotto_3892,1.0,NORMAL,"5,26,30,37,38","['5', '26', '30', '37', '38']"
4100,5ef7a7a6bc5fd30028bfae4f,polishMiniLotto_3892,2.0,NORMAL,"17,26,31,34,39","['17', '26', '31', '34', '39']"
4101,5ef7a7a6bc5fd30028bfae50,polishMiniLotto_3892,1.0,NORMAL,"4,7,11,18,30","['4', '7', '11', '18', '30']"
4102,5ef7a7a6bc5fd30028bfae57,polishMiniLotto_3892,1.0,NORMAL,"3,5,10,24,32","['3', '5', '10', '24', '32']"
4103,5ef7a7a6c5d9eb002705b05c,polishMiniLotto_3892,1.0,NORMAL,"4,11,17,29,36","['4', '11', '17', '29', '36']"
4104,5ef7a7a6c5d9eb002705b05c,polishMiniLotto_3892,2.0,NORMAL,"5,7,12,21,30","['5', '7', '12', '21', '30']"
4105,5ef7a7a6c5d9eb002705b05c,polishMiniLotto_3892,3.0,NORMAL,"5,15,21,33,36","['5', '15', '21', '33', '36']"
4106,5ef7a7a6c5d9eb002705b05c,polishMiniLotto_3892,4.0,NORMAL,"5,16,19,27,39","['5', '16', '19', '27', '39']"
4107,5ef7a7a6c5d9eb002705b060,polishMiniLotto_3892,1.0,NORMAL,"6,22,34,36,37","['6', '22', '34', '36', '37']"
4108,5ef7a7a6c5d9eb002705b060,polishMiniLotto_3892,2.0,NORMAL,"1,12,28,31,36","['1', '12', '28', '31', '36']"
4109,5ef7a7a6c5d9eb002705b060,polishMiniLotto_3892,3.0,NORMAL,"9,15,23,29,40","['9', '15', '23', '29', '40']"
4110,5ef7a7a6c5d9eb002705b060,polishMiniLotto_3892,4.0,NORMAL,"11,15,19,36,41","['11', '15', '19', '36', '41']"
4111,5ef7a7a6c5d9eb002705b060,polishMiniLotto_3892,5.0,NORMAL,"3,8,19,23,31","['3', '8', '19', '23', '31']"
4112,5ef7a7a6c5d9eb002705b060,polishMiniLotto_3892,6.0,NORMAL,"3,29,34,37,41","['3', '29', '34', '37', '41']"
4113,5ef7a7a6c5d9eb002705b060,polishMiniLotto_3892,7.0,NORMAL,"11,12,20,23,28","['11', '12', '20', '23', '28']"
4114,5ef7a7a6c5d9eb002705b060,polishMiniLotto_3892,8.0,NORMAL,"3,4,21,26,33","['3', '4', '21', '26', '33']"
4115,5ef7a7a6c5d9eb002705b060,polishMiniLotto_3892,9.0,NORMAL,"4,12,26,29,33","['4', '12', '26', '29', '33']"
4116,5ef7a7a6c5d9eb002705b060,polishMiniLotto_3892,10.0,NORMAL,"8,15,31,33,41","['8', '15', '31', '33', '41']"
4117,5ef7a7a6c5d9eb002705b064,polishMiniLotto_3892,1.0,NORMAL,"3,12,19,25,31","['3', '12', '19', '25', '31']"
4118,5ef7a7a6c5d9eb002705b064,polishMiniLotto_3892,2.0,NORMAL,"2,11,24,41,42","['2', '11', '24', '41', '42']"
4119,5ef7a7a6c5d9eb002705b064,polishMiniLotto_3892,3.0,NORMAL,"4,27,30,33,38","['4', '27', '30', '33', '38']"
4120,5ef7a7a6c5d9eb002705b064,polishMiniLotto_3892,4.0,NORMAL,"8,14,26,36,42","['8', '14', '26', '36', '42']"
4121,5ef7a7a6c5d9eb002705b064,polishMiniLotto_3892,5.0,NORMAL,"5,10,12,30,39","['5', '10', '12', '30', '39']"
4122,5ef7a7a6c5d9eb002705b064,polishMiniLotto_3892,6.0,NORMAL,"1,13,22,23,37","['1', '13', '22', '23', '37']"
4123,5ef7a7a6c5d9eb002705b064,polishMiniLotto_3892,7.0,NORMAL,"4,16,19,33,38","['4', '16', '19', '33', '38']"
4124,5ef7a7a6c5d9eb002705b064,polishMiniLotto_3892,8.0,NORMAL,"7,14,15,19,40","['7', '14', '15', '19', '40']"
4125,5ef7a7a6c5d9eb002705b064,polishMiniLotto_3892,9.0,NORMAL,"10,20,23,29,32","['10', '20', '23', '29', '32']"
4126,5ef7a7a6c5d9eb002705b064,polishMiniLotto_3892,10.0,NORMAL,"9,17,26,34,41","['9', '17', '26', '34', '41']"
4127,5ef7a7a6c5d9eb002705b064,polishMiniLotto_3892,11.0,NORMAL,"2,14,28,35,41","['2', '14', '28', '35', '41']"
4128,5ef7a7a6c5d9eb002705b064,polishMiniLotto_3892,12.0,NORMAL,"6,15,21,35,39","['6', '15', '21', '35', '39']"
4129,5ef7a7a6c5d9eb002705b068,polishMiniLotto_3892,1.0,NORMAL,"1,10,25,34,37","['1', '10', '25', '34', '37']"
4130,5ef7a7a6c5d9eb002705b068,polishMiniLotto_3892,2.0,NORMAL,"6,9,20,30,34","['6', '9', '20', '30', '34']"
4131,5ef7a7a6c5d9eb002705b06c,polishMiniLotto_3892,1.0,NORMAL,"1,4,16,30,33","['1', '4', '16', '30', '33']"
4132,5ef7a7a6c5d9eb002705b06c,polishMiniLotto_3892,2.0,NORMAL,"5,6,10,29,41","['5', '6', '10', '29', '41']"
4133,5ef7a7a7163c15002736cebe,polishMiniLotto_3892,1.0,NORMAL,"14,19,24,34,42","['14', '19', '24', '34', '42']"
4134,5ef7a7a7163c15002736cec2,polishMiniLotto_3892,1.0,NORMAL,"8,12,18,37,40","['8', '12', '18', '37', '40']"
4135,5ef7a7a7163c15002736cec6,polishMiniLotto_3892,1.0,NORMAL,"1,16,19,29,33","['1', '16', '19', '29', '33']"
